https://www.youtube.com/user/ozodivideo;62181;tajik, Tajikistan, tojik, Tojikiston, тоҷик, Тоҷикистон, Душанбе, таджик, таджики, Таджикистан;mk
https://www.youtube.com/user/peterjaguars;18251;madden 16 ultimate team, mut 16, madden ultimate team 16, peterjaguars, peter jaguars, peterjags, madden 16 ultimate team pack opening, mut 16 pack opening, madden 16 ultimate team gameplay, mut 16 gameplay, madden 16 gameplay, madden nfl 16, madden 16 ultimate team glitch, mut 16 glitch, madden 16 draft champions, madden 16 cfm, madden 16 ultimate team how to make coins, mut 16 how to make coins, peterjaguars pick em, nfl predictions, 2016 nfl picks;en
https://www.youtube.com/user/hbo;794615;HBO, Game, of, Thrones, Boxing, sports, True, Detective, Blood, HBOgo, Go;en
https://www.youtube.com/user/worldsfuzziestvideos;163412;funny, funniest, baby, babies, hilarious, laugh, laughing, cute, cutest, laughter, 2m, media, hit, popular, new, video, videos, clip, clips, laughs, prank, video clip, compilation, twins, accident, music, song, cat, cats, dog, dogs, kitten, fail, fails, epic, crash, fall, break, puppy, puppies, collection, best, reaction, react, vlog, game, gaming, gamer, gameplay, live, stream, ps4, youtube, top, surprise, announcement, reveal, fake, proposal, gun, guns, crying, happy;en
https://www.youtube.com/user/suishomaru;176488;Suishomaru, Sui, Let, s, Play, Pokémon, Gameplay, Playthrough, Spiele, Nintendo, Playstation;de
https://www.youtube.com/user/topfreetemplates;522771;best, free, intro, template, TFT, topfreetemplates, velosofy, editors, depot, sony, vegas, after, effects, cinema, 4d, aae, ae, cs6, cc, cs5, c4d, sv, TFTCreative, creative, graphics, motion, team, backgrounds, intros, outros, Free, After, Effects, outro, cinematic, track, black, ops, call, of, duty, ghost, editing, montage, minecraft, blender, imovie;en
https://www.youtube.com/user/thetrollfaceman97;7509;Intrattenimento, Musica;en
https://www.youtube.com/channel/UCho_7Twp5Mn3N7MZ8_jxQTQ;688;;pt
https://www.youtube.com/user/msofline;3392;MSOFLINE, missforgete, safira88888, safirenia, skorpiostv;el
https://www.youtube.com/user/kermitsgirl2000;2;;none
https://www.youtube.com/user/dissident93;1770;bass and percussion, dissident93;en
https://www.youtube.com/channel/UCX32JMVqneZ8udJFZB81KUA;2344;;none
https://www.youtube.com/channel/UCW9JACosTnXzREUzH34Z98A;16072;Drone Valley, Drone, Phantom, DJI, Phantom 3, Phantom 4;none
https://www.youtube.com/user/brtactical;16461;;pt
https://www.youtube.com/user/gleeksterpony;815;LPS;en
https://www.youtube.com/user/josepht007;4468;;en
https://www.youtube.com/user/mdterps1042;61102;Alex Rüdinger, Rudy, Meinl Cymbals;en
https://www.youtube.com/user/starsosilly;1649416;Jinx, Funny, Comedy, Sketches, Interview, Parody;en
https://www.youtube.com/channel/UC3Cxz18aRo35YQ6tgz5vztw;4554;قيس, هشام, قياس, اغاني قيس هشام, احبة اكثر من الروح, صور قيس هشام, صور قيس, قيس هشام غرامك, قيس هشام المدرس, اغاني قيس هشام mp3, محمد السالم, نور الزين, حسام الرسام, باسم الكربلائي, علي الدلفي, عبد الله الهميم, ايش اللي, صاحي, التمساح, حسين الجسمي, راشد الماجد, زايد, الصالح;ar
https://www.youtube.com/user/ikriui;6975;ikriui, ikriul, giulia, martina, funny, lol, italia, vlog, comedy, carciofi, bimbeminkia;it
https://www.youtube.com/channel/UCWh_0Totqzhlzy-Ci2EiJxg;8494;Автомобиль, тест-драйв, обзор, авто;ru
https://www.youtube.com/user/sdlcoficial;53809;;none
https://www.youtube.com/channel/UC3mclMAsShJ-cYocz8frhvg;890;PROMOCJE, ZAKUPY, GAZETKI, OFERTY, SUPERMARKET, SKLEP, PIENIĄDZE, TOWARY, CENY;pl
https://www.youtube.com/user/humantv;8221;human, rights, amnesty, international, uk, charity, death, penalty, amnestytv, tv, prisoners, of, conscience;en
https://www.youtube.com/channel/UC94eBM9dUAIUQdiEaCiP38g;21478;;en
https://www.youtube.com/channel/UC6MlT7Al0M1NNbp3OkR7Q0g;323;;es
https://www.youtube.com/user/blacktear;118;karaoke, kpop, cover, covers, mijusa, mijusakaraoke, saga, breaking, records, member, sagacchi, rap, ani, korea;en
https://www.youtube.com/channel/UCDhi5CoXsO6QVISmTmjtYqg;546;Nitro, Radio, Control, Action;en
https://www.youtube.com/user/motorworldhype;2275;;en
https://www.youtube.com/user/baronvongamez;388822;baronvongamez, baronvonletsplay, war thunder, war thunder trailer, war thunder gameplay, war thunder ships, war thunder planes, war thunder planes guide, war thunder tanks, war thunder ps4, war thunder fails, war thunder xbox, war thunder funny moments, war thunder epic moments, tanks, ships, planes, war games, war thunder boats, war thunder tanks gameplay, war thunder planes gameplay, war thunder gameplay pc, war thunder pc;en
https://www.youtube.com/channel/UC4qV_xj4Gl2zNZG76vploiA;1411;;none
https://www.youtube.com/channel/UCJ644_HKH7q8YCN808vItEw;558;;none
https://www.youtube.com/channel/UCXYkNGbBRL_pl6O7W2G0KgQ;9;;none
https://www.youtube.com/user/blidianthugz;45247;BT, RAP, DZ, ALGERIEN, SOCIAL, POLITIQUE, EGO TRIP, TRAP, HARD;en
https://www.youtube.com/user/mat4yo;19325;funny, Awesome, cool, things, video, rap, battlemat4yo;en
https://www.youtube.com/user/rollbackthetape;244;Music Video, Parody, Comedy, Spoof, Funny, Humor, Roll, Back, Tape, Raw, Raw Footage, director, point of view, directors, music video parody, music videos, music video parodies, edit, edited, editing, film, Film (film), Pop, music, direct, directing, roll back the tape, roll back tape, no music, without music, dubbed, overdubbed, dub, Pop Music (Musical Genre), Short, Action, spoofing, pre production, producers, produce, pre, over dubbed, commentary, rewind, lampoon, send-up;en
https://www.youtube.com/user/gotvideofilms;2153;;en
https://www.youtube.com/user/mrweerhys;499;lil, wee, rhys, mw2, montage, dualtage, callofduty, black ops, modernwarfare2, alex, gameplay;sw
https://www.youtube.com/user/rei142;1351;;ko
https://www.youtube.com/channel/UCptAJnwl1OX9Sc0Nn4UXpBg;-1;;none
https://www.youtube.com/user/alletacz;1450;Alleta;cs
https://www.youtube.com/user/sangeethageetha1;105;;none
https://www.youtube.com/user/emzy2552;103157;Emzy, Emzy255, Emzy225, Bunny, Rabbit, Minecraft, minecraft Xbox, Xbox 360, Xbox One, PC, gaming, Gameplay, Lets Play, Fun, Funny, Mini game, Video Game, Family Friendly, Aussie, Australia, Australian, GDay;en
https://www.youtube.com/user/glee12demi;3059;;en
https://www.youtube.com/channel/UCFxZn4QLE7cHKkpbo64k7ig;1111;power metal, speed metal, heavy metal, хеви метал, пауэр метал, спид метал;en
https://www.youtube.com/user/offbeatgamerz;323209;Wolfteam, BLoodRappeR;tr
https://www.youtube.com/channel/UCr6WjS0bVigOJaewmAz2dkw;3384;эхо москвы 2017, особое мнение 2017, эхо москвы особое мнение 2017, другое мнение смотреть онлайн, особое мнение шендерович, андрей пионтковский, станислав белковский, белковский, виктор шендерович, шендерович, александр невзоров, невзоров, эхо москвы, эхо, особое мнение, персонально ваш, путин, россия, украина, другое мнение, эхо москвы особое мнение, 2017;ru
https://www.youtube.com/user/greenlandegypt;272;greenland, جرين لاند;en
https://www.youtube.com/channel/UCkmMHYpxS0Mis0ZImq0jc_g;218;;es
https://www.youtube.com/user/mitchandsuavetv;359;;en
https://www.youtube.com/user/shadypenguinn;407657;ShadyPenguinn, Pokemon, Pokemon Sun and Moon, Zelda, Fire Emblem, Wifi Battles, Pokemon BattleSpot, Pokemon TCG, Daily Vlogs, Competitive Pokemon;en
https://www.youtube.com/channel/UCNwtdSOqHfuMnC5nyaqqF_Q;153;هوايتى, تربية, طيور, الزينة, ومنا, طائر, الكناري, وطائر, الحسون, المقنين, وطيور, الزيبرا, البادجى, الكوكتيل, الحب, الفيشر, الروز, وعلاج, الامراض, المزمنة, والمعدية, عند;en
https://www.youtube.com/user/bollywoodcia;233885;bollywood, bollywood news, bollywood gossip, bollywood songs, bollywood songs 2016, bollywood trailers 2016, bollywood movie trailers 2016, bollywood item songs, bollywood latest songs 2016, bollywood news songs 2016, bollywood upcoming movies 2016 trailers, gossip, news, entertainment, bollywoodbackstage, bollywoodcia;en
https://www.youtube.com/user/thelowladee;9400;lowladeetv, lowladee, this is it, this is it series, nick mutuma, chiagoziem nwakanma;en
https://www.youtube.com/user/scalenetube;172912;scalenetube, banda scalene, scalene, brasilia, bandas de brasilia, rock, alexia, gustavo, tomás, lucas, philipe;it
https://www.youtube.com/user/wowsoamaze;249970;Top 5, Top 10, Facts, Creepy Videos, Top Ten, Viral;en
https://www.youtube.com/user/wondersniff;2602;;none
https://www.youtube.com/user/2012goldenbell;4192;華視, 綜藝, 頻道, 金鐘獎, 頒獎;zh-tw
https://www.youtube.com/user/natanphenomveiculos;113;www.phenomveiculos.com,, blog, automotivo,, noticias, automotivas;pt
https://www.youtube.com/channel/UCNijZMuz_3Qy3cILQuRYSNA;-1;nursery rhymes songs, nursery rhymes for children, nursery, rhymes, for, kids, children songs, kids songs, Babylonz TV, Babyloonz Tv English original kids songs, baby songs, nursery rhymes, toddler songs, fun for toddler, fun for baby, baby learning videos, animal friends, toddler tv, songs far babies;en
https://www.youtube.com/user/fredtheshred;9185;7-string, 8-string, shred, metal, lead guitar, ERG, Jaden Rose, Blackmachine, V-Picks, SikPik, Spectraflex, Axe FX, Eleven Rack;en
https://www.youtube.com/user/twiggodliike;34;;de
https://www.youtube.com/channel/UCdKyblrxIX1yZOb-zjbmTdQ;3143;;none
https://www.youtube.com/user/minerprojectstudio;249;MinerProjectStudio;en
https://www.youtube.com/user/bermuda425;845;Bermuda, 425, new, york, playlist, shallow, hal, schwer, verliebt, while, you, were, sleeping, während, du, schliefst, soundtrack, the, holiday, hans, zimmer, alan, silvestri, howard, shore, maestro, black, harry, potter, john, williams, album, frank, sinatra, strangers, in, sight, songs, for, swinging, lovers, film, catch, me, if, can, meet, st, louis, judy, garland, margaret, brien, christmas, usa, music, disney, score, motion, picture, original, composition, Hans, Zimmer, Alan, Silvestri, Flight, Simulation;en
https://www.youtube.com/channel/UCkb6dwJnUA6peKYBkaHROWw;1640;;none
https://www.youtube.com/channel/UCSmPYuGlGX1JSwhmQAlKdkA;108;Cooler, Box, Brothers, Coolerbox, Vonk, Musiek, Real, Music;en
https://www.youtube.com/user/rogelianitajessica;4737;jorge salinas, ana brenda, ana paula, rogelio, la que no podia amar, televisa, refritos, guero castro, entre el amor y el odio;en
https://www.youtube.com/channel/UCJ0l676o5QdHHiC0kYpN6Rg;4543;champeta;de
https://www.youtube.com/user/diggziabher;101545;Protoje, reggae (music genre), reggae 2015, protoje who knows, who knows, criminal, stylin;none
https://www.youtube.com/user/elyshuri;51607;elyshuri, girl gamer, girl playing, lol, chica gamer, peliazul;es
https://www.youtube.com/channel/UCKJJ2LkFt76EWwby2EkjgrQ;10729;;none
https://www.youtube.com/user/matkayofficial;1123;;en
https://www.youtube.com/user/stalker29218;15369;Stalker29218, Хумор, Аудиорелигия, Сталкер, СталкерБог, Ушлепок, Stalker Audio, Аудиофил, Сталкер Аудио, Лыжная мазь;ru
https://www.youtube.com/user/mynataliia;225;;none
https://www.youtube.com/user/mytoecold;949002;mytoecold, my, toe, cold, drew, monson;en
https://www.youtube.com/channel/UC703mWCyE-q7MZ5NZVmoDgw;16856;;ru
https://www.youtube.com/user/themostdeaf;25;;none
https://www.youtube.com/user/skinniem;16132;;none
https://www.youtube.com/user/anahitshahzadeyan;5492;;en
https://www.youtube.com/user/machbyhlb;63254;;none
https://www.youtube.com/user/mzumi33;17123;;sl
https://www.youtube.com/user/itscreates;562;;en
https://www.youtube.com/user/nrrarchives2;14078;;en
https://www.youtube.com/user/weareallmonkeys;33;;none
https://www.youtube.com/channel/UCGmSj6E--G5WKR_8VQqyZlA;279;;ru
https://www.youtube.com/user/shortfilmlines;2892;Cortofilia;es
https://www.youtube.com/channel/UCwPfjqUoGYzktHoLxRCGPbg;12594;Roblox, Minigunner;en
https://www.youtube.com/user/fretsonfiretracks;577;;none
https://www.youtube.com/channel/UCA59G7my1GUESC-Z9-0sIQw;1077;;en
https://www.youtube.com/user/beh2inga;1342956;behzinga, beh2inga, sidemen, funny, moments, challenges, random, games, golf, with, friends, dead, by, daylight;en
https://www.youtube.com/user/thegddx;23089;Entertainment, Gaming, Movies, Fun, Games, Videos, News, Horrors, Comedy, Facebook, Channels, Gameplays, Walkthrough, Everything;de
https://www.youtube.com/user/iminezone;25859;iMineZone, Mine Zone, Minecraft, Minecraft Xbox 360 Edition, MC, Halo Zone, The Zone, Zone, Download, Lets Play, Best, Most, Top 5, TheGamingLemon, Minecraft Epic Builds, Minecraft Update News, Mojang, 4J Studios, Notch, Yogscast, Miner, Stampylongnose, Minecraft Community, Community Channel, Stampy, Luc Klopper;en
https://www.youtube.com/user/them3nfsy;458433;im Tag, Tag, تاق, فري ستايل, مهارات, كورة, #تيم_تاق;ar
https://www.youtube.com/user/cultureindecline;42792;peter joseph, zeitgeist film series, culture in decline, webseries, comedy, satire, soceity, revolution, critical thought;en
https://www.youtube.com/user/legacyofspirit;242345;Legacy, of, LegacyOfSpirit, Flauta, dulce, con, notas, explicadas, Lual, Cross, Mx;es
https://www.youtube.com/channel/UCrcgm5BrE-Grix37bgq-3yA;33460;Xtra, Interesante, Datos, Curiosos, Noticias, Curiosas, Nuevas, Viral, Virales, Top, Tops, Videos, Chistosos, Ranking;es
https://www.youtube.com/channel/UCLryLyPUT4Hh6h8uUlVWj6A;9418;Comedy, Viral, Parody;none
https://www.youtube.com/user/lenaellenna;330;искусство, музыка, творчество, art, декупаж, куклы, история искусства, кошки;none
https://www.youtube.com/user/astralrod1;11;;none
https://www.youtube.com/user/mizshift;46133;mizshift, ride, of, the, century, 2013, 2012, mottovlogging, motovlogging, vlogging, vlogger, motorcycle, cbr1000rr, cbr, cbr600rr, 1000rr, 600rr, honda, kawasaki, wheelie, stunts, stopies, downshift83, productions, thegardensnake, billma, bywayofmotorcycle, auto, cars, fast, speed, illegal, funny, entertaining, director, tire, how, to, sprocket, throttle, change, wheels, r1, gsxr, redline, up, and, coming;en
https://www.youtube.com/user/nailswithlynette;308261;;en
https://www.youtube.com/channel/UCHctR8UOqRNw5v8UMj1bZQg;586;Nepali Music, nepali music Videos, nepali songs;none
https://www.youtube.com/channel/UCmCn7JGUtx9_rb6YPLXS0Xg;1840;;none
https://www.youtube.com/user/mikeyboyproductionz;4963;;none
https://www.youtube.com/user/peklamalolz;22704;wot, world, of, tanks, vod, guide, replay, frag, movies, обзоры, танки, игры, андроид, как, прошить, гайды, описания, история, устройства, гаджеты;ru
https://www.youtube.com/channel/UC6_1FPLoN_AYdw9cKFrcL5g;-1;;none
https://www.youtube.com/channel/UCw6Yt91OhtBkBvHX6vnzD_w;1001;;es
https://www.youtube.com/user/madhawalee;41128;SL, MADE;en
https://www.youtube.com/user/enriquevicsaa;10640;afromestizos, hevia, pizzica tarantella, latinoamerica, autonomia indigena, amerindios ezln, latinamerica. new age, orch;it
https://www.youtube.com/user/prettipoison27;28074;natural, hair, journey;en
https://www.youtube.com/user/yplusshow;321229;japan, japanese culture, dating, japanese men, japanese women;en
https://www.youtube.com/channel/UCMlwUGUIf6MPNs_y1pxOp7A;5562;джейми оливер обед за 15 минут, джейми оливер школьные обеды, джейми оливер у себя дома, джейми оливер экономные обеды, джейми оливер 15 минут, джейми оливер 2015, кулинарные путешествия джейми оливера, рецепты джейми оливера, кулинарный канал джейми оливера, джейми оливер готовим за 15 минут, джейми оливер готовим вкусно и недорого, джейми оливер готовим за 30 минут, джейми оливер десерт, джейми оливер домашние блюда, джейми оливер обед за 30 минут все серии;ru
https://www.youtube.com/user/hynzmusic;3;;en
https://www.youtube.com/channel/UCiJqqmxaGmxRLBG1P8PN6cw;1434;;none
https://www.youtube.com/user/doctarchou;496;;none
https://www.youtube.com/user/0artur0;123;Flight, Simulator, FSX, HD;es
https://www.youtube.com/user/urbancelebs;412;;en
https://www.youtube.com/channel/UCafun9Owd2GNx_fZXdbrgZw;36857;;none
https://www.youtube.com/user/digitalofen;116460;Musicless, Musicvideos;none
https://www.youtube.com/user/mikeiusofficial;148851;mikeius, braf, mpraf, μπραφ, geek wars, viral news;el
https://www.youtube.com/user/pluiedecyprine;385;humour, blagues;none
https://www.youtube.com/channel/UClje2QhqcQeBvH2lNf2HBrQ;32742;yandere simulator ru, yandere simulator russian, Яндере симулятор, Яндере симулятор русский, Симулятор Яндере, Симулятор Яндере русский;ru
https://www.youtube.com/user/fabulasityisme;456711;african, american, women, extentions, fashion, weaves, darkskin, makeup, hair, diva, invisible, part, shorthair, natural, afro;en
https://www.youtube.com/user/theworldfishcenter;2164;WorldFish, Fish, poverty, hunger, fisheries, aquaculture, tilapia, sustainability, coral, reef, Pacific, Asia, Africa, WorldFishCenter, development, research, science, CGIAR;en
https://www.youtube.com/channel/UCACu12tYMVnfzE3v2UwMObw;131548;;none
https://www.youtube.com/user/luinny007;3013;Luinny, Corporan, Movimiento Urbano, Ozuna, el coro del luinny, Entrevistas a los urbanos, Urbanos dominicanos, urbanos 2016, luinny entrevista, alofoke radio show, alofoke sin cesura, fuertes revelaciones, rap dominicano, Lapiz conciente, julio en la calle, dembow, Brea Frank, tiradera, reggaeton, El Alfa, El Mayor, Nicky Jam, Mark B, Mozart La Para, Farruko, Cosculluela;es
https://www.youtube.com/channel/UCE50QneVgl78Y5vdlf9N4MQ;12490;;none
https://www.youtube.com/user/katanafx;95;;none
https://www.youtube.com/user/ronjasccq;11431;Country, Music;en
https://www.youtube.com/user/theproselytizer;18990;david, tennant, single, father, masterpiece, contemporary, doctor, who, blackpool, casanova, recovery, QI;en
https://www.youtube.com/user/laffytaffy73;215;stop;en
https://www.youtube.com/user/8xanickx8;36296;Андрей Ткачев, Проповедник, Проповедь, Церковь, Бог, Учение, Библия, Иисус Христос, Христианство, Жизнь, Смысл Жизни, Помощь, Вера, Надежда, Любовь, Крещение, Святой дух, причастие, Исповедь, Литургия;bg
https://www.youtube.com/channel/UCwTGRRhK_monSzLeR44bIqg;27593;;none
https://www.youtube.com/channel/UCihEHh5sU0pQYf5CrO7fZnw;414;intros, mango, cinema4d;en
https://www.youtube.com/user/sportranger;23203;;en
https://www.youtube.com/user/valerabuh;25047;паразиты сознания, социальные паразиты, альтернативная история, Здоровье без таблеток;ru
https://www.youtube.com/channel/UCxXUZhoUGRAQkZfysG646KA;151333;• جديد شما حمدان, شما حمدان, شمه حمدان, شما حمدان 2015, shamma hamdan, shamma hamdan songs, يوتيوب اغاني, اغاني جديده, music mp3, اغاني, اغاني 2015, تنزيل, AlHob AlSaheh, الحب الصحيح, UCxXU, coke studio, شما حمدان كان, شما حمدان 2014, حبيب الصيف, شما حمدان arab's got talent, shama hamdan 2015, Ma Ttsel Fene, عاندت فيك, Anadet Feek, عاندت فيك الكل, شما حمدان اجر وعافيه;ar
https://www.youtube.com/user/barsoff34;17397;игры, igri, игры онлайн, игры для мальчиков, скачать игры, robocraft, онлайн игры, игры для детей, игра, craft, бесплатные игры, игры стрелялки, детские игры, игры онлайн бесплатно, игры бесплатно, играть в игры, скачать игры бесплатно, играть онлайн, стрелялки, прохождение, игры скачать, онлайн, игры на пк, лего игры, скачать игру, скачать игры на пк, игры лего, скачать бесплатно игры, играть, igra, скачать игры на компьютер, игры скачать бесплатно, igri online, BARS_OFF, BARS OFF;ru
https://www.youtube.com/user/kkrofficial;45272;kkr, kolkata night riders, ipl, cricket, gambhir, brett, lee, nokia, yusuf, pathan, shakib;en
https://www.youtube.com/user/witcher6999;25888;2d, nes, snes, sega, review, сега, денди, обзоры;ru
https://www.youtube.com/channel/UCzpC22wuYBAwg7H7ENeqelw;316;;en
https://www.youtube.com/user/wegotthetanks;74;L4D, L4D2;none
https://www.youtube.com/channel/UCboYfico7ucZIzA6nsnWC2w;179;elshad vefali, elsad vefali, ibst media broadcasting company llc, ibst music, ibst production, estradaaz, estrada.az, estrada_az, estrada-az;tr
https://www.youtube.com/user/lxlsniperzlxl;842;Resident, Evil, Mods, Modding, Walkthrough, Secrets, Leon;en
https://www.youtube.com/user/suburbaninvasion;15356;An0maly, Anomaly, Rapper, Freestyle, beat, build, cypher, city, lights, millie, cannon, imma, be, Hip, hop;en
https://www.youtube.com/user/wataryproduction;248074;watary production watary production awtary producer watar music is my life وتري برودكشن, أغاني عربي, arabic songs;en
https://www.youtube.com/channel/UCcM_nZZyYRUdnS5axwd5NDg;19;kerwil;es
https://www.youtube.com/user/trug79;47605;truG79, True Gamer 3ntertainment, Tru Gee, remix, Tupac, 2Pac, Makaveli, Shakur, The Don, mix, dj, dj Tru Gee, rare, quality, hd, 720, 720p, Eminem, B.I.G., Biggie Smalls, Anonymous, Killuminati;en
https://www.youtube.com/user/sammany;189;;none
https://www.youtube.com/user/soundzgoodrecordings;4086;soundz, good, Soundzgood, Soundzgoodrecordings, Electronic Pleasure,Refuge Records, 12 Tone Records love it records, refuge digital, dance, house, label, music, Soundz, Good, Media;en
https://www.youtube.com/user/jonyplanet;1324;VIAJES;es
https://www.youtube.com/channel/UCJQsWPEUwVywWB2A5ltOEAg;79;;none
https://www.youtube.com/channel/UC2GFPbdyqcXPa8KQcroDpQw;59875;heroes, super, hero, eroi, supereroi, real, life, spiderman, avengers, hulk, batman, fights, combat, ironman, cartoon, kids, battle, commedy, disney, children, shrl, rlsh, irl, funny, frozen, spidermaninreallife, superheroesinreallife, superherostories, spidey, videoforkids, videoforchildren, villain, superheroescommedy, superheroesfunnyvideos, Superheroes, adventures;en
https://www.youtube.com/channel/UC_-DeJI_RtnlFzbKnYaNXVw;19089;cheveux, traitements, pousse;fr
https://www.youtube.com/channel/UCI09c7wrNYCseZZ53i28gwA;703;Биржа, РТС, ММВБ, скальпинг;none
https://www.youtube.com/user/mrploverwii;67829;;none
https://www.youtube.com/channel/UCU-tH_-bigon9T2rKbrg9_Q;710;;ru
https://www.youtube.com/user/scenarioartsmej;14154;;ja
